ComicType,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,APPEARANCES_R,,,
dc,5212,Tana Moon (New Earth),\/wiki\/Tana_Moon_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Deceased Characters,66,"1993, June",1993,0.0637139437,,,
dc,5210,Samuel Makoa (New Earth),\/wiki\/Samuel_Makoa_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,34,"1994, February",1994,0.0328223346,,,
dc,5153,Ryuku Orsono (New Earth),\/wiki\/Ryuku_Orsono_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,straight,Deceased Characters,6,"2000, August",2000,0.0057921767,,,
dc,5152,Baby Wildebeest (New Earth),\/wiki\/Baby_Wildebeest_(New_Earth),Public Identity,Good Characters,White Eyes,Black Hair,Male Characters,straight,Deceased Characters,56,"1992, April",1992,0.0540603159,,,
dc,5114,Helen Claiborne (New Earth),\/wiki\/Helen_Claiborne_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,46,"1995, June",1995,0.044406688,,,
dc,5113,Roland Desmond (New Earth),\/wiki\/Roland_Desmond_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,73,"1965, November",1965,0.0704714832,,,
dc,5111,Mark Desmond (New Earth),\/wiki\/Mark_Desmond_(New_Earth),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,straight,Deceased Characters,36,"1965, November",1965,0.0347530602,,,
dc,5060,White Lightning (New Earth),\/wiki\/White_Lightning_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,straight,Living Characters,10,"1995, July",1995,0.0096536278,,,
dc,5048,Preston Lindsay (New Earth),\/wiki\/Preston_Lindsay_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,39,"1995, April",1995,0.0376491486,,,
dc,5033,Lynx (New Earth),\/wiki\/Lynx_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,straight,Deceased Characters,20,"1991, January",1991,0.0193072557,,,
dc,4922,Sebastian Blood VIII (New Earth),\/wiki\/Sebastian_Blood_VIII_(New_Earth),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,straight,Deceased Characters,35,"1982, July",1982,0.0337876974,,,
dc,4917,Trigon (New Earth),\/wiki\/Trigon_(New_Earth),Public Identity,Bad Characters,Red Eyes,Red Hair,Male Characters,straight,Living Characters,58,"1981, March",1981,0.0559910414,,,
dc,4916,Sebastian Blood IX (New Earth),\/wiki\/Sebastian_Blood_IX_(New_Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,straight,Deceased Characters,12,"2004, January",2004,0.0115843534,,,
dc,4910,Michael Christian Amar (New Earth),\/wiki\/Michael_Christian_Amar_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,straight,Living Characters,27,"2001, August",2001,0.0260647952,,,
dc,4899,Valentina Vostok (New Earth),\/wiki\/Valentina_Vostok_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Deceased Characters,79,"1977, September",1977,0.0762636599,,,
dc,4897,Theodore Bruder (New Earth),\/wiki\/Theodore_Bruder_(New_Earth),Public Identity,Good Characters,Brown Eyes,Orange Hair,Male Characters,straight,Living Characters,23,"2001, December",2001,0.022203344,,,
dc,4895,William Magnus (New Earth),\/wiki\/William_Magnus_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,170,"1962, April",1962,0.1641116732,,,
dc,4894,Rhea Jones (New Earth),\/wiki\/Rhea_Jones_(New_Earth),Secret Identity,Good Characters,White Eyes,Red Hair,Female Characters,straight,Living Characters,35,"1987, December",1987,0.0337876974,,,
dc,4893,Wayne Hawkins (New Earth),\/wiki\/Wayne_Hawkins_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,22,"1988, January",1988,0.0212379812,,,
dc,4892,Freak (New Earth),\/wiki\/Freak_(New_Earth),Secret Identity,Good Characters,Amber Eyes,Black Hair,Female Characters,straight,Living Characters,23,"2001, December",2001,0.022203344,,,
dc,4891,Scott Fischer (New Earth),\/wiki\/Scott_Fischer_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,19,"1988, March",1988,0.0183418929,,,
dc,4890,Shyleen Lao (New Earth),\/wiki\/Shyleen_Lao_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,straight,Deceased Characters,26,"2001, December",2001,0.0250994324,,,
dc,4888,Kay Challis (New Earth),\/wiki\/Kay_Challis_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,73,"1989, February",1989,0.0704714832,,,
dc,4887,Kate Godwin (New Earth),\/wiki\/Kate_Godwin_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,straight,Deceased Characters,19,"1993, September",1993,0.0183418929,,,
dc,4876,Lawrence Crock (New Earth),\/wiki\/Lawrence_Crock_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,37,"1947, May",1947,0.035718423,,,
dc,4875,Cindy Burman (New Earth),\/wiki\/Cindy_Burman_(New_Earth),Public Identity,Bad Characters,Green Eyes,Brown Hair,Female Characters,straight,Living Characters,20,"1999, August",1999,0.0193072557,,,
dc,4874,Richard Swift (New Earth),\/wiki\/Richard_Swift_(New_Earth),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Male Characters,straight,Living Characters,126,"1942, September",1942,0.1216357107,,,
dc,4872,Killer Wasp (New Earth),\/wiki\/Killer_Wasp_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,straight,Deceased Characters,11,"2000, April",2000,0.0106189906,,,
dc,4870,Joar Mahkent (New Earth),\/wiki\/Joar_Mahkent_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,straight,Deceased Characters,51,"1947, October",1947,0.049233502,,,
dc,4868,Rebecca Sharpe (New Earth),\/wiki\/Rebecca_Sharpe_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,straight,Living Characters,13,"1987, January",1987,0.0125497162,,,
dc,4865,Marcie Cooper (New Earth),\/wiki\/Marcie_Cooper_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,15,"1985, May",1985,0.0144804418,,,
dc,4863,Steven Sharpe III (New Earth),\/wiki\/Steven_Sharpe_III_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,straight,Deceased Characters,21,"1944, June",1944,0.0202726185,,,
dc,4859,Blackbriar Thorn (New Earth),\/wiki\/Blackbriar_Thorn_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,straight,Living Characters,15,"1984, February",1984,0.0144804418,,,
dc,4858,William Zard (New Earth),\/wiki\/William_Zard_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,89,"1947, April",1947,0.0859172877,,,
dc,4856,Per Degaton (New Earth),\/wiki\/Per_Degaton_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Red Hair,Male Characters,straight,Living Characters,61,"1947, June",1947,0.0588871298,,,
dc,4850,Cameron Mahkent (New Earth),\/wiki\/Cameron_Mahkent_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,straight,Living Characters,58,"1987, January",1987,0.0559910414,,,
dc,4842,William MacIntyre (New Earth),\/wiki\/William_MacIntyre_(New_Earth),Secret Identity,Good Characters,White Eyes,White Hair,Male Characters,straight,Deceased Characters,32,"1994, August",1994,0.0308916091,,,
dc,4841,Tomorrow Woman (New Earth),\/wiki\/Tomorrow_Woman_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Deceased Characters,7,"1997, May",1997,0.0067575395,,,
dc,4839,Laura Neilsen (New Earth),\/wiki\/Laura_Neilsen_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,straight,Deceased Characters,35,"1971, February",1971,0.0337876974,,,
dc,4837,Dmitri Pushkin (New Earth),\/wiki\/Dmitri_Pushkin_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,110,"1987, February",1987,0.1061899062,,,
dc,4832,Chandi Gupta (New Earth),\/wiki\/Chandi_Gupta_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,straight,Living Characters,31,"1993, February",1993,0.0299262463,,,
dc,4831,Manitou Dawn (New Earth),\/wiki\/Manitou_Dawn_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,25,"2003, January",2003,0.0241340696,,,
dc,4829,Sigrid Nansen (New Earth),\/wiki\/Sigrid_Nansen_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Bisexual Characters,Living Characters,38,"1986, November",1986,0.0366837858,,,
dc,4828,Fel Andar (New Earth),\/wiki\/Fel_Andar_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,4,"1992, April",1992,0.0038614511,,,
dc,4826,Joseph Jones (New Earth),\/wiki\/Joseph_Jones_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,47,"1991, January",1991,0.0453720508,,,
dc,4824,Jay Abrams (New Earth),\/wiki\/Jay_Abrams_(New_Earth),Secret Identity,Good Characters,Grey Eyes,Black Hair,Male Characters,straight,Living Characters,49,"1971, February",1971,0.0473027764,,,
dc,4823,Bloodwynd (New Earth),\/wiki\/Bloodwynd_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,33,"1993, July",1993,0.0318569719,,,
dc,4820,Jean-Louis Droo (New Earth),\/wiki\/Jean-Louis_Droo_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,31,"1981, December",1981,0.0299262463,,,
dc,4817,Rebecca Jones (New Earth),\/wiki\/Rebecca_Jones_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Blue Hair,Female Characters,straight,Living Characters,24,"1984, March",1984,0.0231687068,,,
dc,4815,Selinda Flinders (New Earth),\/wiki\/Selinda_Flinders_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,44,"1981, January",1981,0.0424759625,,,
dc,4814,Baran Flinders (New Earth),\/wiki\/Baran_Flinders_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,straight,Living Characters,81,"1981, January",1981,0.0781943855,,,
dc,4808,Zazzala (New Earth),\/wiki\/Zazzala_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,28,"1963, November",1963,0.0270301579,,,
dc,4807,Prometheus (New Earth),\/wiki\/Prometheus_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,straight,Deceased Characters,34,"1998, February",1998,0.0328223346,,,
dc,4806,Dennis Samuel Ellis (New Earth),\/wiki\/Dennis_Samuel_Ellis_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,straight,Living Characters,12,"1997, April",1997,0.0115843534,,,
dc,4805,Angela Hawkins III (New Earth),\/wiki\/Angela_Hawkins_III_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,straight,Living Characters,59,"1981, December",1981,0.0569564042,,,
dc,4803,Yrra Cynril (New Earth),\/wiki\/Yrra_Cynril_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,48,"1997, February",1997,0.0463374136,,,
dc,4799,Eric Needham (New Earth),\/wiki\/Eric_Needham_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,32,"1976, September",1976,0.0308916091,,,
dc,4798,Lawrence Bolatinsky (New Earth),\/wiki\/Lawrence_Bolatinsky_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,67,"1984, November",1984,0.0646793065,,,
dc,4796,Goth (New Earth),\/wiki\/Goth_(New_Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,straight,Deceased Characters,5,"1999, May",1999,0.0048268139,,,
dc,4795,Amos Fortune (New Earth),\/wiki\/Amos_Fortune_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,32,"1961, September",1961,0.0308916091,,,
dc,4793,Virtuoso (New Earth),\/wiki\/Virtuoso_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,straight,Living Characters,6,"2005, November",2005,0.0057921767,,,
dc,4792,Mister Terrible (New Earth),\/wiki\/Mister_Terrible_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,straight,Living Characters,14,"2005, November",2005,0.013515079,,,
dc,4791,Chain Lightning (New Earth),\/wiki\/Chain_Lightning_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,11,"1996, April",1996,0.0106189906,,,
dc,4786,Anton Lamont (New Earth),\/wiki\/Anton_Lamont_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,straight,Living Characters,22,"1978, October",1978,0.0212379812,,,
dc,4781,Bradford Thorne (New Earth),\/wiki\/Bradford_Thorne_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,14,"1943, July",1943,0.013515079,,,
dc,4780,Knockout (New Earth),\/wiki\/Knockout_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,Bisexual Characters,Living Characters,53,"1994, February",1994,0.0511642275,,,
dc,4779,Edgar Cizko (New Earth),\/wiki\/Edgar_Cizko_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,71,"1991, May",1991,0.0685407576,,,
dc,4778,Talia al Ghul (New Earth),\/wiki\/Talia_al_Ghul_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,straight,Deceased Characters,177,"1971, May",1971,0.1708692127,,,
dc,4759,Holly Granger (New Earth),\/wiki\/Holly_Granger_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,straight,Deceased Characters,23,"2005, May",2005,0.022203344,,,
dc,4721,Hunter Zolomon (New Earth),\/wiki\/Hunter_Zolomon_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,straight,Living Characters,45,"2001, November",2001,0.0434413253,,,
dc,4637,Jaime Reyes (New Earth),\/wiki\/Jaime_Reyes_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,164,"2006, February",2006,0.1583194965,,,
dc,4635,Alvin Desmond (New Earth),\/wiki\/Alvin_Desmond_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,straight,Deceased Characters,4,"1980, July",1980,0.0038614511,,,
dc,4430,Rose Wilson (New Earth),\/wiki\/Rose_Wilson_(New_Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,straight,Living Characters,158,"1992, October",1992,0.1525273198,,,
dc,4429,Grant Wilson (New Earth),\/wiki\/Grant_Wilson_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,25,"1980, November",1980,0.0241340696,,,
dc,4320,Kyle Rayner (New Earth),\/wiki\/Kyle_Rayner_(New_Earth),Secret Identity,Good Characters,Green Eyes,Black Hair,Male Characters,straight,Living Characters,716,"1994, January",1994,0.6911997529,,,
dc,4319,Mongal (New Earth),\/wiki\/Mongal_(New_Earth),Public Identity,Bad Characters,Red Eyes,Brown Hair,Female Characters,straight,Deceased Characters,11,"1995, September",1995,0.0106189906,,,
dc,4308,Walter Reilly (New Earth),\/wiki\/Walter_Reilly_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,straight,Living Characters,14,"1982, June",1982,0.013515079,,,
dc,4254,Jefferson Jackson (New Earth),\/wiki\/Jefferson_Jackson_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,11,"1982, June",1982,0.0106189906,,,
dc,4170,Lorraine Reilly (New Earth),\/wiki\/Lorraine_Reilly_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,98,"1982, June",1982,0.0946055528,,,
dc,4135,Daniel Hall (New Earth),\/wiki\/Daniel_Hall_(New_Earth),Secret Identity,Neutral Characters,White Eyes,White Hair,Male Characters,straight,Living Characters,11,"1991, January",1991,0.0106189906,,,
dc,4079,Lawrence Trainor (New Earth),\/wiki\/Lawrence_Trainor_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,250,"1963, June",1963,0.2413406958,,,
dc,3899,Edward Raymond (New Earth),\/wiki\/Edward_Raymond_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,42,"1978, April",1978,0.0405452369,,,
dc,3817,Summer Day (New Earth),\/wiki\/Summer_Day_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,straight,Deceased Characters,26,"1978, September",1978,0.0250994324,,,
dc,3762,Jivan Shi (New Earth),\/wiki\/Jivan_Shi_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,12,"1983, March",1983,0.0115843534,,,
dc,3719,Jason Rusch (New Earth),\/wiki\/Jason_Rusch_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,165,"2004, July",2004,0.1592848593,,,
dc,3657,Wizened Sage (New Earth),\/wiki\/Wizened_Sage_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,2,1987,1987,0.0019307256,,,
dc,3656,Mark Mardon (New Earth),\/wiki\/Mark_Mardon_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,152,"1960, January",1960,0.1467351431,,,
dc,3648,Carl Sands (New Earth),\/wiki\/Carl_Sands_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,73,"1961, July",1961,0.0704714832,,,
dc,3646,Savitar (New Earth),\/wiki\/Savitar_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Blue Hair,Male Characters,straight,Deceased Characters,11,"1995, December",1995,0.0106189906,,,
dc,3644,Razer (New Earth),\/wiki\/Razer_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,4,"1993, November",1993,0.0038614511,,,
dc,3640,Roy G. Bivolo (New Earth),\/wiki\/Roy_G._Bivolo_(New_Earth),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,straight,Deceased Characters,31,"1980, June",1980,0.0299262463,,,
dc,3636,Nicholas Kovak (New Earth),\/wiki\/Nicholas_Kovak_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,24,1993,1993,0.0231687068,,,
dc,3629,Malcolm Thawne (New Earth),\/wiki\/Malcolm_Thawne_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,14,"1997, November",1997,0.013515079,,,
dc,3624,Jonathan Fox (New Earth),\/wiki\/Jonathan_Fox_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,33,1990,1990,0.0318569719,,,
dc,3611,Ira West (New Earth),\/wiki\/Ira_West_(New_Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,straight,Living Characters,19,"1963, February",1963,0.0183418929,,,
dc,3473,Rita Farr (New Earth),\/wiki\/Rita_Farr_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,166,"1963, June",1963,0.160250222,,,
dc,3415,Karen Lou Faulkner (New Earth),\/wiki\/Karen_Lou_Faulkner_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Homosexual Characters,Living Characters,65,"1987, July",1987,0.0627485809,,,
dc,3367,Harold Carew (New Earth),\/wiki\/Harold_Carew_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,13,"1982, July",1982,0.0125497162,,,
dc,3068,Clifford Carmichael (New Earth),\/wiki\/Clifford_Carmichael_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,61,"1978, March",1978,0.0588871298,,,
dc,3045,Black-Cloud-In-Morning (New Earth),\/wiki\/Black-Cloud-In-Morning_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,12,"1982, June",1982,0.0115843534,,,
dc,3037,Bison-Black-As-Midnight-Sky (New Earth),\/wiki\/Bison-Black-As-Midnight-Sky_(New_Earth),Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,straight,Deceased Characters,2,"1982, June",1982,0.0019307256,,,
dc,3009,Edward Earhart (New Earth),\/wiki\/Edward_Earhart_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,4,"1978, March",1978,0.0038614511,,,
dc,2862,Louise Lincoln (New Earth),\/wiki\/Louise_Lincoln_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blue Hair,Female Characters,straight,Living Characters,71,"1984, March",1984,0.0685407576,,,
dc,2857,Crystal Frost (New Earth),\/wiki\/Crystal_Frost_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blue Hair,Female Characters,straight,Deceased Characters,18,"1978, June",1978,0.0173765301,,,
dc,2785,Big Bear (New Earth),\/wiki\/Big_Bear_(New_Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Male Characters,straight,Deceased Characters,54,"1971, March",1971,0.0521295903,,,
dc,2784,Fastbak (New Earth),\/wiki\/Fastbak_(New_Earth),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,straight,Deceased Characters,17,"1971, November",1971,0.0164111673,,,
dc,2783,Avruiskin of Pokolistan (New Earth),\/wiki\/Avruiskin_of_Pokolistan_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,21,"2001, July",2001,0.0202726185,,,
dc,2782,Andrew Van Horn (New Earth),\/wiki\/Andrew_Van_Horn_(New_Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,straight,Living Characters,24,"1993, October",1993,0.0231687068,,,
dc,2781,Klarion Bleak (New Earth),\/wiki\/Klarion_Bleak_(New_Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,62,"1973, March",1973,0.0598524926,,,
dc,2780,Stealth (New Earth),\/wiki\/Stealth_(New_Earth),Secret Identity,Good Characters,Pink Eyes,White Hair,Female Characters,straight,Deceased Characters,98,"1989, February",1989,0.0946055528,,,
dc,2777,Garryn Bek (New Earth),\/wiki\/Garryn_Bek_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,72,"1989, January",1989,0.0695061204,,,
dc,2775,Satanus (New Earth),\/wiki\/Satanus_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,straight,Living Characters,54,"1992, August",1992,0.0521295903,,,
dc,2773,Bette Sans Souci (New Earth),\/wiki\/Bette_Sans_Souci_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,60,"1982, December",1982,0.057921767,,,
dc,2772,Neptune Perkins (New Earth),\/wiki\/Neptune_Perkins_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,47,"1945, August",1945,0.0453720508,,,
dc,2771,Natalia Knight (New Earth),\/wiki\/Natalia_Knight_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,29,"1983, August",1983,0.0279955207,,,
dc,2769,Isaiah Crockett (New Earth),\/wiki\/Isaiah_Crockett_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,37,"1996, October",1996,0.035718423,,,
dc,2762,June Moone (New Earth),\/wiki\/June_Moone_(New_Earth),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,straight,Living Characters,110,"1966, April",1966,0.1061899062,,,
dc,2761,Rafael Sandoval (New Earth),\/wiki\/Rafael_Sandoval_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,21,"1989, August",1989,0.0202726185,,,
dc,2760,Victor Darge (New Earth),\/wiki\/Victor_Darge_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,23,"2001, December",2001,0.022203344,,,
dc,2759,Nommo (New Earth),\/wiki\/Nommo_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,30,"1982, June",1982,0.0289608835,,,
dc,2756,Christopher King (New Earth),\/wiki\/Christopher_King_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,50,"1981, February",1981,0.0482681392,,,
dc,2755,DeSaad (New Earth),\/wiki\/DeSaad_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,158,"1971, May",1971,0.1525273198,,,
dc,2749,Arani Desai (New Earth),\/wiki\/Arani_Desai_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Deceased Characters,45,"1977, September",1977,0.0434413253,,,
dc,2746,Abel (New Earth),\/wiki\/Abel_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,41,"1969, July",1969,0.0395798741,,,
dc,2745,Cain (New Earth),\/wiki\/Cain_(New_Earth),Public Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,straight,Living Characters,72,"1968, August",1968,0.0695061204,,,
dc,2742,Danette Reilly (New Earth),\/wiki\/Danette_Reilly_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,91,"1981, August",1981,0.0878480133,,,
dc,2739,Guillermo Barrera (New Earth),\/wiki\/Guillermo_Barrera_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,23,"1998, July",1998,0.022203344,,,
dc,2738,Bernal Rojas (New Earth),\/wiki\/Bernal_Rojas_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,13,"1982, June",1982,0.0125497162,,,
dc,2736,Thomas Kalmaku (New Earth),\/wiki\/Thomas_Kalmaku_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,176,"1960, October",1960,0.1699038499,,,
dc,2728,Chester Runk (New Earth),\/wiki\/Chester_Runk_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,32,"1988, February",1988,0.0308916091,,,
