ComicType,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,APPEARANCES_R,
marvel,336638,John Maddox (Earth-616),\/John_Maddox_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,10,Apr-07,2007,0.0049884517,
marvel,84825,Leon Murtaugh (Earth-616),\/Leon_Murtaugh_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,straight,Deceased Characters,9,Sep-07,2007,0.0044896066,
marvel,607710,Anthony Stark (Onslaught Reborn) (Earth-616),\/Anthony_Stark_(Onslaught_Reborn)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,8,Feb-07,2007,0.0039907614,
marvel,292319,William Wagner (Earth-616),\/William_Wagner_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,8,Jan-07,2007,0.0039907614,
marvel,676907,Brett Mahoney (Earth-616),\/Brett_Mahoney_(Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,straight,Living Characters,7,Nov-07,2007,0.0034919162,
marvel,120941,Ladyfair (Earth-616),\/Ladyfair_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Deceased Characters,7,Feb-07,2007,0.0034919162,
marvel,249731,Michael van Patrick (Van) (Earth-616),\/Michael_van_Patrick_(Van)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Deceased Characters,7,Aug-07,2007,0.0034919162,
marvel,289306,Richard Palance (Earth-616),\/Richard_Palance_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,7,Feb-07,2007,0.0034919162,
marvel,48375,Absynthe (Earth-616),\/Absynthe_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,straight,Living Characters,6,Mar-07,2007,0.002993071,
marvel,524197,Ernst Erskine (Earth-616),\/Ernst_Erskine_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,White Hair,Male Characters,straight,Living Characters,6,Jul-07,2007,0.002993071,
marvel,340002,Hate-Monger (National Force) (Earth-616),\/Hate-Monger_(National_Force)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,straight,Deceased Characters,6,Jun-07,2007,0.002993071,
marvel,69025,Jamal Peoples (Earth-616),\/Jamal_Peoples_(Earth-616),Secret Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,straight,Living Characters,6,Feb-07,2007,0.002993071,
marvel,83024,Nicole (Robot) (Earth-616),\/Nicole_(Robot)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,straight,Deceased Characters,6,Apr-07,2007,0.002993071,
marvel,87794,Red Ronin (UJ1-DX) (Earth-616),\/Red_Ronin_(UJ1-DX)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,straight,Living Characters,6,Oct-07,2007,0.002993071,
marvel,672020,Steven Rogers (Onslaught Reborn) (Earth-616),\/Steven_Rogers_(Onslaught_Reborn)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,6,Feb-07,2007,0.002993071,
marvel,479655,Tatiana Arocha (Earth-616),\/Tatiana_Arocha_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Deceased Characters,6,Jun-07,2007,0.002993071,
marvel,119456,Trenton Craft (Earth-616),\/Trenton_Craft_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,straight,Living Characters,6,Nov-07,2007,0.002993071,
marvel,666123,Tristan (Street Arabs) (Earth-616),\/Tristan_(Street_Arabs)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,straight,Living Characters,6,Jun-07,2007,0.002993071,
marvel,485623,Althea Green (Earth-616),\/Althea_Green_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Brown Hair,Female Characters,straight,Living Characters,5,Nov-07,2007,0.0024942259,
marvel,485629,Arthur Woodman (Earth-616),\/Arthur_Woodman_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,5,Aug-07,2007,0.0024942259,
marvel,73622,Brian Talbot (Earth-616),\/Brian_Talbot_(Earth-616),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Male Characters,straight,Living Characters,5,Sep-07,2007,0.0024942259,
marvel,40229,Death Tiger (Earth-616),\/Death_Tiger_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,5,Feb-07,2007,0.0024942259,
marvel,511832,Emmael (Earth-616),\/Emmael_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,5,Oct-07,2007,0.0024942259,
marvel,73626,Gideon Wilson (Earth-616),\/Gideon_Wilson_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,straight,Living Characters,5,Sep-07,2007,0.0024942259,
marvel,289335,Krakos (Earth-616),\/Krakos_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,straight,Living Characters,5,Aug-07,2007,0.0024942259,
marvel,323907,Mindwave (Telepath) (Earth-616),\/Mindwave_(Telepath)_(Earth-616),Secret Identity,Neutral Characters,Grey Eyes,White Hair,Male Characters,straight,Deceased Characters,5,Oct-07,2007,0.0024942259,
marvel,73624,Nichole Martin (Earth-616),\/Nichole_Martin_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,straight,Living Characters,5,Sep-07,2007,0.0024942259,
marvel,304879,Sihing (Earth-616),\/Sihing_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,straight,Deceased Characters,5,Oct-07,2007,0.0024942259,
marvel,338532,Susan Maddox (Earth-616),\/Susan_Maddox_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,5,Apr-07,2007,0.0024942259,
marvel,90145,Adjudicator (Earth-616),\/Adjudicator_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,4,Aug-07,2007,0.0019953807,
marvel,42772,Ana\u00efs (Earth-616),\/Ana%C3%AFs_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,Black Hair,Female Characters,straight,Living Characters,4,Feb-07,2007,0.0019953807,
marvel,68938,Avery Allen (Earth-616),\/Avery_Allen_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Deceased Characters,4,Sep-07,2007,0.0019953807,
marvel,692183,Benjamin Grimm (Onslaught Reborn) (Earth-616),\/Benjamin_Grimm_(Onslaught_Reborn)_(Earth-616),Public Identity,Good Characters,Blue Eyes,No Hair,Male Characters,straight,Living Characters,4,Feb-07,2007,0.0019953807,
marvel,323918,Bluestreak (Telepath) (Earth-616),\/Bluestreak_(Telepath)_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,straight,Deceased Characters,4,Dec-07,2007,0.0019953807,
marvel,264455,Ddraig Goch (Earth-616),\/Ddraig_Goch_(Earth-616),Public Identity,Good Characters,Red Eyes,No Hair,Male Characters,straight,Living Characters,4,Apr-07,2007,0.0019953807,
marvel,452773,Desmond Alexander (Earth-616),\/Desmond_Alexander_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,4,Feb-07,2007,0.0019953807,
marvel,665826,Eddie Gunnam (Earth-616),\/Eddie_Gunnam_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Red Hair,Male Characters,straight,Living Characters,4,Aug-07,2007,0.0019953807,
marvel,83061,Elijah Cross (Earth-616),\/Elijah_Cross_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,4,May-07,2007,0.0019953807,
marvel,666146,Forget-Me-Not (Earth-616),\/Forget-Me-Not_(Earth-616),Secret Identity,Bad Characters,Purple Eyes,Purple Hair,Female Characters,straight,Living Characters,4,Aug-07,2007,0.0019953807,
marvel,692171,James Howlett (Onslaught Reborn) (Earth-616),\/James_Howlett_(Onslaught_Reborn)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,4,Jan-07,2007,0.0019953807,
marvel,107984,Julien Howe (Earth-616),\/Julien_Howe_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,4,Aug-07,2007,0.0019953807,
marvel,666141,Kid Twist (Earth-616),\/Kid_Twist_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,4,Jun-07,2007,0.0019953807,
marvel,66864,Ko-rel (Earth-616),\/Ko-rel_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,straight,Deceased Characters,4,Sep-07,2007,0.0019953807,
marvel,320603,Mirage (Telepath) (Earth-616),\/Mirage_(Telepath)_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Blond Hair,Female Characters,straight,Deceased Characters,4,Dec-07,2007,0.0019953807,
marvel,86692,Prima Donna (Earth-616),\/Prima_Donna_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,4,Dec-07,2007,0.0019953807,
marvel,692176,Reed Richards (Onslaught Reborn) (Earth-616),\/Reed_Richards_(Onslaught_Reborn)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,4,Feb-07,2007,0.0019953807,
marvel,692181,Susan Storm (Onslaught Reborn) (Earth-616),\/Susan_Storm_(Onslaught_Reborn)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,4,Feb-07,2007,0.0019953807,
marvel,624804,Tank (National Force) (Earth-616),\/Tank_(National_Force)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,4,Jul-07,2007,0.0019953807,
marvel,51531,Violet Lightner (Earth-616),\/Violet_Lightner_(Earth-616),Secret Identity,Good Characters,Green Eyes,Purple Hair,Female Characters,straight,Living Characters,4,Jun-07,2007,0.0019953807,
marvel,50222,Wendell Volker (Earth-616),\/Wendell_Volker_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,4,Apr-07,2007,0.0019953807,
marvel,753119,Agent Carver (Earth-616),\/Agent_Carver_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,3,Mar-07,2007,0.0014965355,
marvel,101253,Black Maria (Earth-616),\/Black_Maria_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Black Hair,Female Characters,straight,Living Characters,3,Dec-07,2007,0.0014965355,
marvel,558091,Desidera (Earth-616),\/Desidera_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Blond Hair,Female Characters,straight,Living Characters,3,Apr-07,2007,0.0014965355,
marvel,492364,Draconis (Earth-616),\/Draconis_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,straight,Living Characters,3,May-07,2007,0.0014965355,
marvel,666135,George Pelham (Earth-616),\/George_Pelham_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Grey Hair,Male Characters,straight,Living Characters,3,Jun-07,2007,0.0014965355,
marvel,624805,Joe (National Force) (Earth-616),\/Joe_(National_Force)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,3,Jul-07,2007,0.0014965355,
marvel,35911,Mortimer Grimsdale (Earth-616),\/Mortimer_Grimsdale_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,straight,Deceased Characters,3,Jan-07,2007,0.0014965355,
marvel,692208,Namor McKenzie (Onslaught Reborn) (Earth-616),\/Namor_McKenzie_(Onslaught_Reborn)_(Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,straight,Living Characters,3,Mar-07,2007,0.0014965355,
marvel,692185,Robert Bruce Banner (Onslaught Reborn) (Earth-616),\/Robert_Bruce_Banner_(Onslaught_Reborn)_(Earth-616),Secret Identity,Good Characters,Red Eyes,Black Hair,Male Characters,straight,Living Characters,3,Feb-07,2007,0.0014965355,
marvel,288867,Banara (Earth-616),\/Banara_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,straight,Living Characters,2,Aug-07,2007,0.0009976903,
marvel,666129,Creeper (Earth-616),\/Creeper_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,2,Jun-07,2007,0.0009976903,
marvel,338537,Daniel Maddox (Earth-616),\/Daniel_Maddox_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,straight,Living Characters,2,Apr-07,2007,0.0009976903,
marvel,191507,Eugene Patilio (Skrull) (Earth-616),\/Eugene_Patilio_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,straight,Deceased Characters,2,Dec-07,2007,0.0009976903,
marvel,52927,Herman Zemo (Earth-616),\/Herman_Zemo_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,straight,Deceased Characters,2,Jun-07,2007,0.0009976903,
marvel,84959,Lars Hanson (Earth-616),\/Lars_Hanson_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,straight,Living Characters,2,Nov-07,2007,0.0009976903,
marvel,480840,Lord Byson (Earth-616),\/Lord_Byson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,2,Sep-07,2007,0.0009976903,
marvel,666127,Megan Hoyden (Earth-616),\/Megan_Hoyden_(Earth-616),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Female Characters,straight,Deceased Characters,2,Jun-07,2007,0.0009976903,
marvel,631749,Miss Diaz (Earth-616),\/Miss_Diaz_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,2,Feb-07,2007,0.0009976903,
marvel,480841,Snow Queen (New Men) (Earth-616),\/Snow_Queen_(New_Men)_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Female Characters,straight,Living Characters,2,Sep-07,2007,0.0009976903,
marvel,43130,Wu Ao-Shi (Earth-616),\/Wu_Ao-Shi_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,straight,Living Characters,2,Feb-07,2007,0.0009976903,
marvel,42774,Adamantine (Earth-616),\/Adamantine_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,1,Feb-07,2007,0.0004988452,
marvel,738466,Alan Spaulding (Earth-616),\/Alan_Spaulding_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,straight,Living Characters,1,Jan-07,2007,0.0004988452,
marvel,420369,Beefcake (LMD) (Earth-616),\/Beefcake_(LMD)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,1,Jun-07,2007,0.0004988452,
marvel,280675,Delphi (Morlock) (Earth-616),\/Delphi_(Morlock)_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Blond Hair,Female Characters,straight,Living Characters,1,Nov-07,2007,0.0004988452,
marvel,631633,Doctor Locke (Earth-616),\/Doctor_Locke_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,1,Mar-07,2007,0.0004988452,
marvel,96200,Elsbeth Kleinenshvitz (Earth-616),\/Elsbeth_Kleinenshvitz_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Deceased Characters,1,May-07,2007,0.0004988452,
marvel,424992,Foot of Doom (Earth-616),\/Foot_of_Doom_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,1,Apr-07,2007,0.0004988452,
marvel,289070,Govan (Earth-616),\/Govan_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,straight,Living Characters,1,Jan-07,2007,0.0004988452,
marvel,46611,Hademar Zemo (Earth-616),\/Hademar_Zemo_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,straight,Deceased Characters,1,Apr-07,2007,0.0004988452,
marvel,46609,Heller Zemo (Earth-616),\/Heller_Zemo_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,1,Apr-07,2007,0.0004988452,
marvel,52956,Helmuth Zemo (Earth-616),\/Helmuth_Zemo_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,straight,Deceased Characters,1,May-07,2007,0.0004988452,
marvel,52941,Herbert Zemo (Earth-616),\/Herbert_Zemo_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,1,May-07,2007,0.0004988452,
marvel,49768,Hilliard Zemo (Earth-616),\/Hilliard_Zemo_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,straight,Deceased Characters,1,May-07,2007,0.0004988452,
marvel,52931,Hobart Zemo (Earth-616),\/Hobart_Zemo_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,1,Jun-07,2007,0.0004988452,
marvel,424988,Infinity T.A.P. (Earth-616),\/Infinity_T.A.P._(Earth-616),Secret Identity,Bad Characters,White Eyes,Blond Hair,Male Characters,straight,Living Characters,1,Apr-07,2007,0.0004988452,
marvel,506015,Mike Williams (Earth-616),\/Mike_Williams_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,1,Jan-07,2007,0.0004988452,
marvel,706237,Peggy Park (Earth-616),\/Peggy_Park_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,1,Feb-07,2007,0.0004988452,
marvel,124268,Simon Strange (Earth-616),\/Simon_Strange_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,1,Sep-07,2007,0.0004988452,
marvel,425004,Slough (Earth-616),\/Slough_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,straight,Living Characters,1,Apr-07,2007,0.0004988452,
marvel,289078,Timoran (Earth-616),\/Timoran_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,1,Aug-07,2007,0.0004988452,
marvel,329878,Tony Stark 2.0 (Earth-616),\/Tony_Stark_2.0_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Agender Characters,straight,Living Characters,1,Mar-07,2007,0.0004988452,
marvel,581256,Vayle (Earth-616),\/Vayle_(Earth-616),Public Identity,Good Characters,Black Eyes,White Hair,Male Characters,straight,Living Characters,1,Jul-07,2007,0.0004988452,
marvel,692219,Vision (Onslaught Reborn) (Earth-616),\/Vision_(Onslaught_Reborn)_(Earth-616),Public Identity,Good Characters,White Eyes,No Hair,Male Characters,straight,Living Characters,1,Sep-07,2007,0.0004988452,
marvel,119275,Hope Summers (Earth-616),\/Hope_Summers_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,straight,Living Characters,200,Jan-08,2008,0.0997690347,
marvel,107154,Carlie Cooper (Earth-616),\/Carlie_Cooper_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,straight,Living Characters,97,Jan-08,2008,0.0483879818,
marvel,86454,Skaar (Earth-616),\/Skaar_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Black Hair,Male Characters,straight,Living Characters,92,Jan-08,2008,0.045893756,
marvel,104599,Lily Hollister (Earth-616),\/Lily_Hollister_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,64,Jan-08,2008,0.0319260911,
marvel,286426,Norah Winters (Earth-616),\/Norah_Winters_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,62,Dec-08,2008,0.0309284008,
marvel,165982,Jonas Graymalkin (Earth-616),\/Jonas_Graymalkin_(Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Homosexual Characters,Living Characters,48,Jun-08,2008,0.0239445683,
marvel,128727,Jerry Sledge (Earth-616),\/Jerry_Sledge_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,straight,Living Characters,47,Jul-08,2008,0.0234457232,
marvel,126872,Maki Matsumoto (Earth-616),\/Maki_Matsumoto_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,45,Nov-08,2008,0.0224480328,
marvel,86607,Cosmo (Dog) (Earth-616),\/Cosmo_(Dog)_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,39,Jan-08,2008,0.0194549618,
marvel,119547,James Taylor James (Earth-616),\/James_Taylor_James_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Auburn Hair,Male Characters,straight,Deceased Characters,35,Jul-08,2008,0.0174595811,
marvel,119178,Yo Yo Rodriguez (Earth-616),\/Yo_Yo_Rodriguez_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,35,Jul-08,2008,0.0174595811,
marvel,241865,Anastasia Kravinoff (Earth-616),\/Anastasia_Kravinoff_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,straight,Living Characters,33,Sep-08,2008,0.0164618907,
marvel,164843,Ezekiel Stane (Earth-616),\/Ezekiel_Stane_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,straight,Living Characters,33,Apr-08,2008,0.0164618907,
marvel,267572,Hiro-Kala (Earth-616),\/Hiro-Kala_(Earth-616),No Dual Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,32,Sep-08,2008,0.0159630455,
marvel,102954,Kelda (Earth-616),\/Kelda_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,32,Feb-08,2008,0.0159630455,
marvel,332730,Sasha Hammer (Earth-616),\/Sasha_Hammer_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,32,Jul-08,2008,0.0159630455,
marvel,234660,Sebastian Druid (Earth-616),\/Sebastian_Druid_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,32,Jul-08,2008,0.0159630455,
marvel,107323,Dexter Bennett (Earth-616),\/Dexter_Bennett_(Earth-616),No Dual Identity,Neutral Characters,Grey Eyes,White Hair,Male Characters,straight,Living Characters,29,Mar-08,2008,0.01446651,
marvel,351516,Orb (Zadkiel agent) (Earth-616),\/Orb_(Zadkiel_agent)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,straight,Living Characters,29,Oct-08,2008,0.01446651,
marvel,126258,Timothy Dugan (Skrull) (Earth-616),\/Timothy_Dugan_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,straight,Deceased Characters,28,Jul-08,2008,0.0139676649,
marvel,126161,Faiza Hussain (Earth-616),\/Faiza_Hussain_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,27,Jul-08,2008,0.0134688197,
marvel,267622,Axeman Bone (Earth-616),\/Axeman_Bone_(Earth-616),No Dual Identity,Good Characters,Yellow Eyes,Bald,Male Characters,straight,Living Characters,25,Aug-08,2008,0.0124711293,
marvel,184148,Delphyne Gorgon (Earth-616),\/Delphyne_Gorgon_(Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Green Hair,Female Characters,straight,Living Characters,23,Nov-08,2008,0.011473439,
marvel,307031,Aleksandra Nikolaevna (Earth-616),\/Aleksandra_Nikolaevna_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,straight,Deceased Characters,19,Oct-08,2008,0.0094780583,
marvel,122457,Screwball (Earth-616),\/Screwball_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Purple Hair,Female Characters,straight,Living Characters,19,Jul-08,2008,0.0094780583,
marvel,196514,Eliphas (Earth-616),\/Eliphas_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,17,Apr-08,2008,0.0084803679,
marvel,102464,Eric Gitter (Earth-616),\/Eric_Gitter_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,straight,Living Characters,17,Jun-08,2008,0.0084803679,
marvel,316344,Ol-Sahm (Earth-616),\/Ol-Sahm_(Earth-616),Public Identity,Good Characters,Brown Eyes,No Hair,Male Characters,straight,Deceased Characters,16,Aug-08,2008,0.0079815228,
marvel,246599,Sadie Sinclair (Earth-616),\/Sadie_Sinclair_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,15,Feb-08,2008,0.0074826776,
marvel,498077,Vengeance (Kowalski) (Earth-616),\/Vengeance_(Kowalski)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,15,May-08,2008,0.0074826776,
marvel,164701,Joaquin Pennysworth (Earth-616),\/Joaquin_Pennysworth_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,14,May-08,2008,0.0069838324,
marvel,120939,Kyknos (Earth-616),\/Kyknos_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,straight,Deceased Characters,14,Jun-08,2008,0.0069838324,
marvel,120277,William Hollister (Earth-616),\/William_Hollister_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,14,Feb-08,2008,0.0069838324,
marvel,188686,Red Guardian (Anton) (Earth-616),\/Red_Guardian_(Anton)_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,13,Mar-08,2008,0.0064849873,
marvel,93360,Alana Jobson (Earth-616),\/Alana_Jobson_(Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,Homosexual Characters,Deceased Characters,12,Feb-08,2008,0.0059861421,
marvel,153256,Claudine Renko (Earth-616),\/Claudine_Renko_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Female Characters,straight,Living Characters,12,Sep-08,2008,0.0059861421,
marvel,110656,Randall Crowne (Earth-616),\/Randall_Crowne_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,11,Apr-08,2008,0.0054872969,
marvel,183162,Artume (Earth-616),\/Artume_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,straight,Deceased Characters,10,Nov-08,2008,0.0049884517,
marvel,188567,Fraktur (Earth-616),\/Fraktur_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Female Characters,straight,Living Characters,10,Dec-08,2008,0.0049884517,
marvel,122157,Blackagar Boltagon (Skrull) (Earth-616),\/Blackagar_Boltagon_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,straight,Deceased Characters,9,Jan-08,2008,0.0044896066,
marvel,338510,Freak (Vagrant) (Earth-616),\/Freak_(Vagrant)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,straight,Living Characters,9,Feb-08,2008,0.0044896066,
