ComicType,Characters,Dim1,Dim2,x1,y1
dc,Sheila Dover (New Earth),0.140493086,0.9841519687,,
dc,Kajz Dox (Pre-Zero Hour),0.2815629563,0.1882725296,,
dc,General Good (New Earth),0.2763205739,0.2002433966,,
dc,Phil (New Earth),0.2527704241,0.2585255234,,
dc,Lotta (New Earth),0.1328734273,0.9632142166,,
dc,Bernell Jones (New Earth),1.2356670592,0.414871902,,
dc,Bang Bang (New Earth),0.174052289,0.9246374241,,
dc,Patty Patty (New Earth),0.1735374714,0.9236861666,,
dc,James Craddock II (New Earth),0.2195949865,0.2885707788,,
dc,Qanda (New Earth),0.1364234138,0.9628382151,,
dc,Uriah (New Earth),0.2819528438,0.2045674762,,
dc,Loral (New Earth),0.1451524552,0.9824487065,,
dc,Strato (New Earth),0.2346292469,0.2958790652,,
dc,Tolteca (New Earth),0.1754715778,0.9184424468,,
dc,Millions (New Earth),0.2522830435,0.2286067615,,
dc,All-Beard (New Earth),1.2678757829,0.346492063,,
dc,Horigal (New Earth),0.267712323,0.1432929348,,
dc,Charity Bleak (New Earth),0.1200028499,1.0353780959,,
dc,Helen Helligan (New Earth),1.1264780632,1.1361178586,,
dc,Hollywood (New Earth),0.1411627271,0.9491748983,,
dc,Trevis (New Earth),1.2392099599,0.4092420082,,
dc,Quarzz Teranh (New Earth),1.2307170605,0.3708071677,,
dc,Anton Schott (New Earth),0.2754087749,0.1823784207,,
dc,Maggie Mxyzptlk (New Earth),0.1245418221,1.0158188393,,
dc,Sweryn Kania (New Earth),0.2510855095,0.237897427,,
dc,Macro (New Earth),0.170375918,0.9019469313,,
dc,Evan Gibson (New Earth),0.2586748503,0.2504680116,,
dc,Rhombus (New Earth),0.2738383754,0.1805937734,,
dc,Eva Green (New Earth),0.1772705803,0.9138117871,,
dc,Holly Green (New Earth),0.1772705803,0.9138117871,,
dc,Benjamin Vitale (New Earth),0.2832554764,0.1945131539,,
dc,Sabine Roth (New Earth),0.148915408,0.9589306338,,
dc,Matatoa (New Earth),0.2901438172,0.1906841972,,
dc,Todd Rice (Some Years Later),0.2522981599,0.2496159213,,
dc,Lawrence Gonzalez (New Earth),0.2584211993,0.2468011319,,
dc,George Tweedle (New Earth),0.2704707111,0.1389030368,,
dc,Zephyr (New Earth),0.1691602427,0.8918271119,,
dc,Zaladin (New Earth),0.2778152608,0.1361407915,,
dc,Techno (New Earth),0.289803333,0.1849932007,,
dc,Equinox (New Earth),0.2648062158,0.2398407616,,
dc,Dolores Pratchet (New Earth),0.1558147613,0.8682115069,,
dc,Packrat (New Earth),0.2870172826,0.1761647775,,
dc,Caitiff (New Earth),1.2045682259,0.4092682677,,
dc,Anya Savenlovich (New Earth),0.144508975,0.9438570831,,
dc,Headhunter I (New Earth),0.2802291492,0.1673879503,,
dc,Death-Doll (New Earth),0.1786471506,0.9116272365,,
dc,Dante (New Earth),0.2798211045,0.1436741735,,
dc,Crimesmith (New Earth),0.1784574522,0.9096470662,,
dc,Marlon Dall (New Earth),0.2831071979,0.1894683643,,
dc,Bette Noir (New Earth),0.1764115903,0.9009615147,,
dc,Charliehorse (New Earth),0.2904025844,0.1867841387,,
dc,Antiphon (New Earth),0.2907294303,0.1858072354,,
dc,Thormon Tox (New Earth),1.2441222156,0.4090028206,,
dc,Empathy (New Earth),0.1474955758,0.9511640352,,
dc,Clifton Lacey (New Earth),1.2760872213,0.3479932585,,
dc,Acolyte (New Earth),0.2812086026,0.143198428,,
dc,Sebastian Rothschild (New Earth),0.2871620466,0.1963057106,,
dc,Lyle Blanco (New Earth),0.2860058605,0.1924196642,,
dc,Casey Krinsky (New Earth),0.1707605177,0.9032356184,,
dc,Nelson Mandutu (New Earth),1.2464698638,0.4109706419,,
dc,Madame X (New Earth),0.1702033289,0.8899644005,,
dc,Kathryn George (New Earth),0.1502379958,0.970485442,,
dc,Slats Mehlville (New Earth),0.2595494442,0.2133226272,,
dc,Timothy Simms (New Earth),0.2688147709,0.2352401448,,
dc,Hardsell (New Earth),0.2933430852,0.1793757849,,
dc,Cachiru (New Earth),0.2692017796,0.2346409438,,
dc,Don Caballero (New Earth),1.2526613975,0.3939991225,,
dc,Ken Thurston (New Earth),1.2512473056,0.3910504027,,
dc,Wardell Washington (New Earth),0.2880797694,0.1868422707,,
dc,Roscoe Barrow (New Earth),0.2881331307,0.1867476135,,
dc,Cynthia Brand (New Earth),0.1675852183,0.8934379636,,
dc,Rafael Santini (New Earth),0.2888899585,0.1895885435,,
dc,Sturges Hellstrom (Earth-One),1.2773039686,0.3408096715,,
dc,Ebenezer Biggs (New Earth),0.2876632783,0.1857349739,,
dc,Spaulding (New Earth),0.2895836388,0.1924328346,,
dc,Fauna Faust (New Earth),1.1523280063,1.0578210575,,
dc,David Rennington (New Earth),0.2948436584,0.1810214637,,
dc,Shelly Gaynor (New Earth),1.1359217317,1.1286675871,,
dc,Submissionary Judah (New Earth),1.2240954387,0.4594435833,,
dc,Dana Rubikskova (New Earth),0.1492055906,0.9548246079,,
dc,Esteban Sanchez (New Earth),0.2641241334,0.2377508509,,
dc,Joshua Barbazon (New Earth),0.2597366313,0.2453228621,,
dc,Lucia Viti (New Earth),1.1607857519,1.072803099,,
dc,Johnny Vitti (New Earth),1.2727791507,0.3471017029,,
dc,Colin Brandywine (New Earth),0.2598083749,0.1776089925,,
dc,Matvei Rodor (New Earth),0.2847315484,0.1715981762,,
dc,Curtis Base (New Earth),0.296014035,0.1703749685,,
dc,Matches Malone (New Earth),1.2758199241,0.3422935994,,
dc,Wrath (Earth-One),1.2831625277,0.3367750645,,
dc,Horten Spence (New Earth),0.2421503607,0.2855705193,,
dc,Flamesplasher (New Earth),0.2998155888,0.1770738847,,
dc,William Beezer (New Earth),0.2983784645,0.1696291024,,
dc,Robert Castell (New Earth),0.2431262786,0.2840392417,,
dc,Bizarro Doomsday (New Earth),0.2959151997,0.1824098918,,
dc,Dev-Em (New Earth),0.2870139048,0.1577328055,,
dc,Marleah (New Earth),0.1795533477,0.8898119488,,
dc,Hammeroon (New Earth),1.2584784977,0.3795648747,,
dc,Hanuman (New Earth),0.2433189943,0.2784607926,,
dc,Midas (New Earth),0.2858931374,0.1082512218,,
dc,Mircea (New Earth),0.2893665196,0.1178144894,,
dc,Balder (New Earth),0.2764108358,0.2214198023,,
dc,Trey Thompson (New Earth),1.2611074653,0.3847074279,,
dc,Jon Standing Bear (New Earth),1.2605472904,0.3815544193,,
dc,Aruna Shende (New Earth),0.23922785,0.460818916,,
dc,Majistra (New Earth),0.1834230881,0.8969156206,,
dc,Wizened Sage (New Earth),0.2517410898,0.2712341439,,
dc,Bison-Black-As-Midnight-Sky (New Earth),1.2698615915,0.316108902,,
marvel,Jago (Earth-616),1.2384106858,0.3351154864,,
marvel,Mantor (Earth-616),0.2723753882,0.2082829312,,
marvel,Texas Kid (Earth-616),0.2631403212,0.2481354859,,
marvel,Tigerman (Earth-616),0.2588896083,0.2468890668,,
marvel,Ambrose Meek (Earth-616),0.2612667918,0.1730491436,,
marvel,Timothy Mulrooney (Earth-616),0.2643979488,0.2316667829,,
marvel,Son of Satan (Lokison) (Earth-616),0.2622950215,0.1714273682,,
marvel,Thoth (Earth-616),0.2413840584,0.2789383983,,
marvel,Ben Maijus (Earth-616),1.1912615669,0.4928409437,,
marvel,Cactus (American Frontier) (Earth-616),0.2160708872,0.2811726062,,
marvel,Dan Hawk (Earth-616),0.2262814365,0.3000392124,,
marvel,Man in Black (Earth-616),0.1956366651,0.2697272987,,
marvel,Bill Gordon (Silver Age) (Earth-616),0.2092713483,0.3390931173,,
marvel,Gorgi Gruff (Earth-616),0.2616682251,0.2327532056,,
marvel,Audumla (Magic cow) (Earth-616),0.1473744589,0.9665813303,,
marvel,Uller (Earth-616),0.2221901275,0.2837230764,,
marvel,Dragorr (Earth-616),0.2877343147,0.194009845,,
marvel,Al B. Harper (Earth-616),1.210124259,0.4597436916,,
marvel,Crime-Wave (Hollis) (Earth-616),0.297459952,0.1808021911,,
marvel,Llyna (Earth-616),0.2450302652,0.272960068,,
marvel,Robert Bruce Banner (Mandarin Robot) (Earth-616),0.1156453941,1.1751608744,,
marvel,Draxon (Earth-616),1.2808693788,0.3412317412,,
marvel,MK-5 (Earth-616),1.2148104743,0.3764444286,,
marvel,Mogol (Earth-616),1.1961880219,0.4286449562,,
marvel,Polyphemus (Earth-616),0.2616631998,0.1984869437,,
marvel,Val-Larr (Earth-616),0.2767654735,0.2208320709,,
marvel,Asmodeus (Inhuman) (Earth-616),0.1971416741,0.2644116677,,
marvel,David Arnstead (Earth-616),0.2356151027,0.285244592,,
marvel,Demitrius (Earth-616),0.2700749863,0.2242633029,,
marvel,Ramrod (alien) (Earth-616),0.2654784005,0.2157699327,,
marvel,Shara-Lee (Earth-616),1.1357353357,1.117784629,,
marvel,Spymaster (Original) (Earth-616),0.2801761291,0.202514913,,
marvel,Mrs. Baker (Earth-616),0.1281007633,1.0092324584,,
marvel,Robert Bruce Banner (Counter-Earth) (Earth-616),0.2171235996,0.306164704,,
marvel,Roger Dutton (Earth-616),0.1876829279,0.3498448027,,
marvel,Torg the Abominable Snow-King (Earth-616),0.3018361725,0.170325832,,
marvel,Hilda Zemo (Earth-616),1.1153434204,1.1742278362,,
marvel,Jennifer Glatzer (Earth-616),0.1475386717,0.9600738339,,
marvel,Living Buddha (Earth-616),1.2829792801,0.3250168322,,
marvel,Elianne Turac (Earth-616),1.1498840669,1.0225162783,,
marvel,Nicholas Bordia (Earth-616),0.2615279516,0.2184235104,,
marvel,Father Darklyte (Earth-616),1.2480500221,0.2837170874,,
marvel,Steel Serpent (Death Touch) (Earth-616),1.2768320758,0.3338835125,,
marvel,Tapping Tommy (Earth-616),0.290153413,0.1857953031,,
marvel,Abraham Beame (Earth-616),0.225041419,0.2749719999,,
marvel,Edward Lansing (Earth-616),1.2373975562,0.4115597447,,
marvel,Ragar (Earth-616),0.2846126777,0.1244300691,,
marvel,Man-Fish (Earth-616),0.2662473285,0.1546623815,,
marvel,Haemon (Earth-616),0.1788676198,0.3173979698,,
marvel,Manipulator (Robot) (Earth-616),0.2803107734,0.1163626774,,
marvel,Aeneas (Earth-616),0.2492789913,0.2698687566,,
marvel,Bloodhawk (Avengers) (Earth-616),1.2573154803,0.378852397,,
marvel,Darren Cross (Earth-616),1.2290879217,0.4247492271,,
marvel,Hagar (Earth-616),0.2948776231,0.1531405718,,
marvel,Hiram Dobbs (Earth-616),0.225990314,0.2654583873,,
marvel,Jaketch (Earth-616),0.2948776231,0.1531405718,,
marvel,Joshua Farkas (Earth-616),0.2790852591,0.1958285423,,
marvel,Tawa (Earth-616),0.2745527363,0.2220798224,,
marvel,Alfred Tooks (Earth-616),0.2726035509,0.2122709672,,
marvel,Dephine (Earth-616),0.1314091371,0.9924454523,,
marvel,Sep (Earth-616),0.2379161973,0.274068961,,
marvel,Abraham Lincoln (Robot) (Earth-616),0.2123293388,0.3165688472,,
marvel,Arthur Chekhov (Earth-616),0.2467336765,0.2661762017,,
marvel,Black Eagle (Earth-616),0.2466166383,0.2277972856,,
marvel,Fear (Dark Man) (Earth-616),0.2662227188,0.1744469633,,
marvel,Ian Fate (Earth-616),0.2502026986,0.2509733809,,
marvel,Nose Norton (Earth-616),0.1994723116,0.3336320924,,
marvel,Thomas Zebulon Guthrie (Earth-616),1.2297350244,0.4456391666,,
marvel,Aelfyre Whitemane (Earth-616),1.2428339429,0.3288881197,,
marvel,Anthony Sloan (Earth-616),0.2913025456,0.1324250144,,
marvel,Bragi (Earth-616),0.2648063823,0.2314005239,,
marvel,Byrel Whitemane (Earth-616),0.256192606,0.206422223,,
marvel,Karen Lee (Ross) (Earth-616),1.0948309776,1.1983675512,,
marvel,Ace Spencer (Earth-616),0.2956090894,0.1748761466,,
marvel,Ariane (Galadorian) (Earth-616),1.1112326667,1.1566660464,,
marvel,Celia DeWolff Weatherby (Earth-616),0.1118323998,0.9581844036,,
marvel,Fred Hopkins (Earth-616),1.21664794,0.4459304924,,
marvel,Gorth (Earth-616),1.272574385,0.3248648016,,
marvel,Horace Rosenthal (Earth-616),1.2198621773,0.4439805023,,
marvel,Lorenzo Spencer (Earth-616),0.2603590572,0.2308162451,,
marvel,Rose Spencer (Earth-616),0.1231819913,1.0093725537,,
marvel,Thomas Hanson (Earth-616),1.1969683498,0.4825337187,,
marvel,Zebediah Stane (Earth-616),1.257637927,0.3711275998,,
marvel,Emma la Porte (Earth-616),0.1429859374,0.9411086385,,
marvel,Jacob Fury (LMD) (Earth-616),0.3011263169,0.1657935326,,
marvel,Marcus Coriander (Earth-616),0.2910471041,0.1808976266,,
marvel,Michael Nowlan (Earth-616),1.278167726,0.334508315,,
marvel,Sundance (Earth-616),0.2483213541,0.2619494863,,
marvel,Susan Hayakawa (Earth-616),0.1826157498,0.895050966,,
marvel,Umbra (Earth-616),1.2589724199,0.3742749612,,
marvel,Edward Buckman (Earth-616),1.2858422702,0.3307566883,,
marvel,G.I. Max (Earth-616),1.2821015357,0.3291566789,,
marvel,Irina Tarasova (Earth-616),0.1454323566,0.9599395162,,
marvel,Ptakr (Earth-616),0.252149831,0.2200663597,,
marvel,Terry Bollea (Earth-616),0.2138306363,0.3327812974,,
marvel,Benjamin Tucker (Earth-616),0.2712945806,0.2220001841,,
marvel,Clyde Bodtchik (Earth-616),0.2881267966,0.1823836582,,
marvel,Gerald Grondier (Earth-616),1.2369384618,0.3724057794,,
marvel,Joanna Nivena (Earth-616),0.1127114277,1.0162334769,,
marvel,Robert Washington (Earth-616),0.2984138581,0.1553370417,,
marvel,Ryan Laporto (Earth-616),1.2267263558,0.4276024387,,
marvel,Talmadge Cobbleskill (Earth-616),0.2861114558,0.154006047,,
marvel,Victor Barlow (Earth-616),1.2834505688,0.3350104175,,
marvel,Timothy Jones (Child) (Earth-616),0.2274473182,0.2959576791,,
marvel,Adam Wright (Earth-616),0.2041668652,0.3489968476,,
marvel,Ent (Earth-616),0.2403331278,0.2321776869,,
marvel,Father Time (Elders of the Universe) (Earth-616),0.2523925287,0.2124313667,,
marvel,Leonard Kryzewski (Earth-616),0.2495361933,0.25027282,,
marvel,Mora Hager (Earth-616),0.1895153718,0.8943724128,,
marvel,Mr. Meer (Earth-616),0.2280074931,0.2991106877,,
marvel,Mrs. Meer (Earth-616),0.1155055737,1.0238358701,,
marvel,Nakka (Earth-616),0.1822698559,0.3225390352,,
marvel,Phineous Umbridge (Earth-616),0.2674459055,0.2174654467,,
marvel,Theobald Blott (Earth-616),1.2436543809,0.374655046,,
marvel,Angeline Kutter (Earth-616),0.158829155,0.9193624995,,
marvel,Henry Akai (Earth-616),0.2861171407,0.190840516,,
marvel,Jodi Furman (Earth-616),0.1577299226,0.9349026702,,
marvel,Khoon (Earth-616),0.2923099766,0.1732169497,,
marvel,Mikula Golubev (Earth-616),0.3007871611,0.1716018813,,
marvel,Nino Cortese (Earth-616),0.2570344354,0.2440943298,,
marvel,Saint Elmo (Earth-616),1.2538580691,0.3716073431,,
marvel,Selena Slate (Earth-616),0.1180816515,0.9380721275,,
marvel,Yegor Balinov (Earth-616),0.2988687683,0.1573495606,,
marvel,Andromeda (Pantheon) (Earth-616),0.159703015,0.9545902892,,
marvel,Angel of Vengeance (Earth-616),0.2480960567,0.2792998479,,
marvel,Ard (Earth-616),0.2336825845,0.2162247951,,
marvel,Astra (Polemachus) (Earth-616),1.1367630518,1.1264263596,,
marvel,Berserker 7 (Earth-616),0.2489334773,0.182158578,,
marvel,Bezial (Earth-616),0.2782385714,0.1196686188,,
marvel,Black Curator (Earth-616),0.2727807018,0.1274388645,,
marvel,Boneyard (Earth-616),0.1344412112,1.0053491855,,
marvel,Butane (Earth-616),0.2344691961,0.2149764805,,
marvel,Chon Li (Earth-616),0.2999238715,0.1636672577,,
marvel,Cyanide (Earth-616),0.2381199329,0.2187049192,,
marvel,Ferret (Warpies) (Earth-616),0.2177472947,0.2440465218,,
marvel,Franz Lubischt (Earth-616),0.2592223746,0.2248342461,,
marvel,Glora Teth (Earth-616),0.1332116601,0.9212075395,,
marvel,Henry McCoy (X-Beast) (Earth-616),1.2778023306,0.3417549174,,
marvel,Louis St. Croix (Earth-616),0.2503135731,0.2571393392,,
marvel,Maximilian Stone (Earth-616),0.276984695,0.2240060046,,
marvel,Moira Brandon (Earth-616),1.1399469485,1.1094657817,,
marvel,Morel (Earth-616),0.2528106867,0.2579834631,,
marvel,Orlando Sinclair (Earth-616),0.2736604517,0.223513292,,
marvel,Peter Gyrich (Piecemeal) (Earth-616),0.2636414168,0.1640804316,,
marvel,Piecemeal (Mutate 416) (Earth-616),0.2851122679,0.115945445,,
marvel,Shakata (Earth-616),0.2827131305,0.1899765678,,
marvel,Shiv (Cult Leader) (Earth-616),1.2272403688,0.3643234966,,
marvel,War-Crime (Earth-616),0.2722268285,0.1467230414,,
marvel,Aftermath (Sleeper) (Earth-616),0.2095416399,0.2536466721,,
marvel,Armorer (Earth-616),0.2856848663,0.1903083444,,
marvel,Drasil (Earth-616),1.2398437274,0.4046412477,,
marvel,Elsa Chandler (Earth-616),0.0810448869,1.0566187728,,
marvel,Jongalt (Earth-616),0.2190796871,0.2724031903,,
marvel,Mephitisoid (Earth-616),0.2307889565,0.1659286917,,
marvel,Raze (Earth-616),0.28518332,0.1676537835,,
marvel,Rion (Earth-616),1.213624128,0.4556186015,,
marvel,Stefan of Symkaria (Earth-616),0.236589579,0.2814543405,,
marvel,Stephen Loss (Earth-616),0.2675196523,0.2298366165,,
marvel,Tupac Amaru (Earth-616),0.2743476873,0.2224251761,,
marvel,Tzadqiel (Earth-616),0.2760645942,0.2219742587,,
marvel,Vranx (Earth-616),0.2579476452,0.2117666139,,
marvel,Wildwind (Earth-616),0.1624999399,0.942617824,,
marvel,Carson Rowntree (Earth-616),0.2965305595,0.1690547739,,
marvel,Cedaric (Earth-616),0.2527561447,0.2505361383,,
marvel,Domitian (Earth-616),0.2366620558,0.1646004619,,
marvel,Elalyth (Earth-616),0.1584502031,0.9622992991,,
marvel,Eva Slougart (Earth-616),0.1237287833,1.0072966263,,
marvel,Firefist (Earth-616),0.2491945145,0.1922721049,,
marvel,Sanction (Aaron) (Earth-616),0.2972382241,0.1719737235,,
marvel,Skyline Killer (Earth-616),1.2358941235,0.3839782042,,
marvel,Sven Claris (Earth-616),1.2352345267,0.4217095896,,
marvel,Angelface (Earth-616),1.1657876969,1.0343953896,,
marvel,Baal (Sandstormers) (Earth-616),1.2044725141,0.4851994234,,
marvel,Harith Damyish (Earth-616),0.2863751624,0.1723400517,,
marvel,Jara (Earth-616),1.0963921337,1.1685703533,,
marvel,Price (Worldengine) (Earth-616),1.2538955763,0.3455056331,,
marvel,Veeda Leebre (Earth-616),0.2073774085,0.2570836967,,
marvel,Andrew Blanding (Earth-616),1.2204257078,0.4381680607,,
marvel,Joanna Blanding (Earth-616),1.1159656605,1.1603269329,,
marvel,Olivier Stoker (Earth-616),0.29274319,0.1741765103,,
marvel,Agent Briggs (Earth-616),0.2972740442,0.1731425306,,
marvel,Jenny (Reporter) (Earth-616),0.081163003,1.0921663296,,
marvel,Jomo Kimane (Earth-616),0.2643838468,0.2253376853,,
marvel,Marista (Earth-616),0.120392472,1.018749952,,
marvel,Oyakata (Earth-616),0.2310370751,0.3041053783,,
marvel,Simon Krieger (Earth-616),0.2708688348,0.2164289236,,
marvel,Stem (Earth-616),0.2954079234,0.1523239492,,
marvel,Vittorio Silvani (Earth-616),0.2595605414,0.2334835092,,
marvel,Ceranda (Earth-616),0.158394893,0.9575508154,,
marvel,Christina Carr (Earth-616),0.1851588321,0.9030642544,,
marvel,Finn (Earth-616),0.2100163598,0.3206730037,,
marvel,Hoarfrost (Earth-616),0.2973673441,0.1612485174,,
marvel,Mrs. St. Croix (Earth-616),1.1252037196,1.1390238287,,
marvel,Owen Candler (Earth-616),1.1731052431,0.4995664605,,
marvel,Paulette Brazee (Earth-616),1.1466729987,1.1084475148,,
marvel,Randall Jefferson (Earth-616),1.1955839169,0.5046825099,,
marvel,Reanimator (Earth-616),0.2618001197,0.2365389006,,
marvel,Claude Potier (Earth-616),0.2021237263,0.3287451269,,
marvel,Cyanide Jane (Earth-616),0.1440311497,0.9444005031,,
marvel,Flatiron (Russell) (Earth-616),1.2615937944,0.3816123333,,
marvel,Goth (Earth-616),1.2697358674,0.3620525927,,
marvel,Katyusha (Anya) (Earth-616),0.1634308927,0.9411479286,,
marvel,Mako (First Line) (Earth-616),0.1654282325,0.9512329851,,
marvel,Rapunzel (Earth-616),1.1418965531,1.0932111759,,
marvel,Tabitha Gance (Earth-616),0.1332062412,0.9269089576,,
marvel,Theoren Marceaux (Earth-616),0.2252839283,0.3132378383,,
marvel,Visalia (Earth-616),0.1540514027,0.9506438964,,
marvel,Donald Trask III (Earth-616),1.2754564021,0.3388285121,,
marvel,Fiona Dunn (Earth-616),1.1166011595,1.1503390876,,
marvel,Harvester (Earth-616),0.2808626998,0.1235063243,,
marvel,Jack Abbott (Earth-616),0.2959557637,0.176072089,,
marvel,Michael Dorie (Earth-616),0.259664114,0.2497767584,,
marvel,Oswald (Brotherhood) (Earth-616),1.2678218039,0.3553297757,,
marvel,Papa Hagg (Earth-616),0.2450050214,0.2707241983,,
marvel,Alex (Telepath) (Earth-616),1.2313940937,0.4260318869,,
marvel,Anzehlika Medvedev (Earth-616),0.0836682285,1.0881956455,,
marvel,Avery Connor (Earth-616),0.138431773,0.9883451804,,
marvel,Blimp (Earth-616),0.2395139312,0.2244972756,,
marvel,Jane Jones (Earth-616),0.0809915256,1.05671343,,
marvel,Maksim Golitsyn (Earth-616),1.208624137,0.457795195,,
marvel,Peter (Mutant) (Earth-616),1.2120288226,0.4705981313,,
marvel,Tischenko (Earth-616),0.240479885,0.2255474731,,
marvel,Waldo Dini (Earth-616),0.2583741956,0.2278347961,,
marvel,Zona Cluster-6 (Earth-616),0.2848703592,0.1091567612,,
marvel,Billy Taylor (Earth-616),1.2164597175,0.4485113565,,
marvel,Christian Wagner (Earth-616),1.2438242542,0.4010431791,,
marvel,Christopher Alleyne (Earth-616),0.2455748675,0.2628335836,,
marvel,Dallas Huxley (Earth-616),0.239879317,0.2762436605,,
marvel,Dorothy Alleyne (Earth-616),0.1335877657,0.9885100235,,
marvel,G\u00fcnter Gross (Earth-616),1.2702228428,0.3031136458,,
marvel,Jack Freestone (Earth-616),0.2397020435,0.2805669641,,
marvel,Jack Harvey (Earth-616),1.230324934,0.4312369985,,
marvel,Jefferson Jamison (Earth-616),1.230324934,0.4312369985,,
marvel,Lazarus (Domino brother) (Earth-616),1.2035928791,0.4889186753,,
marvel,Miranda Mantega (Earth-616),1.1119267982,1.1592075196,,
marvel,Mr. Canfield (Earth-616),1.2209559711,0.4329625265,,
marvel,Mrs. Canfield (Earth-616),1.2240203617,0.4386247733,,
marvel,Nallo (Earth-616),0.1961612325,0.2908748979,,
marvel,Oscar (Earth-616),1.2254556013,0.417288732,,
marvel,Peppermint Candey (Earth-616),1.1420681843,1.1189109698,,
marvel,Preston Allen (Earth-616),1.2727750074,0.2778166506,,
marvel,Wendy Taylor (Earth-616),0.1271509609,1.0053701662,,
marvel,Zach Halliwell (Earth-616),0.2655432772,0.1792419957,,
marvel,Dana Hutton (Earth-616),1.0744752846,1.2430736115,,
marvel,Jack White (Earth-616),0.2558187478,0.2181545236,,
marvel,Mr. Borkowski (Earth-616),0.2474695353,0.2691339537,,
marvel,Mrs. Borkowski (Earth-616),0.1349676159,0.9938591361,,
marvel,Owen (Earth-616),0.2461146135,0.2619795267,,
marvel,Posterboy (Earth-616),0.3008366257,0.1657281192,,
marvel,Sam Klein (Earth-616),0.2006123828,0.350283583,,
marvel,Tanya (Earth-616),0.1172354503,0.9518386192,,
marvel,Tony (Washington Heights) (Earth-616),0.2016297605,0.3521634489,,
marvel,Viktor (Earth-616),1.2511467733,0.387607459,,
marvel,Betty Sumitro (Earth-616),0.1406453847,0.9581278451,,
marvel,Boy (Earth-616),0.2552847551,0.1817285266,,
marvel,Eugene Walker (Earth-616),0.2708253631,0.2360194988,,
marvel,Inger Rinefeld (Earth-616),0.1216393009,1.0065830241,,
marvel,Kimberly Vesco (Earth-616),0.1259656647,0.9997172937,,
marvel,Meg Langtry (Earth-616),0.1216393009,1.0065830241,,
marvel,Stone (Assassins Guild) (Earth-616),1.2300331366,0.4074937069,,
marvel,Suicide King (Earth-616),0.2668582389,0.2254604052,,
marvel,Taniqa Umbaja (Earth-616),0.1532593897,0.9616661136,,
marvel,Walker Hobbes (Earth-616),0.2213069968,0.2667602082,,
marvel,Adam Austin (Earth-616),0.2753208488,0.2231695099,,
marvel,Amina Synge (Earth-616),0.1380719433,0.9996048461,,
marvel,Antonio (Earth-616),1.2544704299,0.3952400824,,
marvel,David Munroe II (Earth-616),0.2503489849,0.259633791,,
marvel,Extermina (Earth-616),1.1526612112,1.0640380974,,
marvel,Ginny Baker (Earth-616),0.1390869138,0.9580002918,,
marvel,Hubie Edge (Earth-616),1.2602485051,0.3843023081,,
marvel,Jack Croft (Earth-616),1.2778116061,0.3207070816,,
marvel,James Madrox (S.H.I.E.L.D. Agent) (Earth-616),0.2452059504,0.2554319299,,
marvel,John Mairs (Earth-616),1.2585234629,0.3795034925,,
marvel,Latonya Jefferson (Earth-616),1.1439388455,1.1145647075,,
marvel,Mung (Earth-616),0.2455634164,0.1626567438,,
marvel,Ned Horrocks (Earth-616),1.2848485106,0.3323586753,,
marvel,Rachel Santiago (Earth-616),1.0874046731,1.2163339434,,
marvel,Sarnogg (Earth-616),1.2223039194,0.4305170119,,
marvel,Setanta (Earth-616),0.2794228438,0.2005903689,,
marvel,Shetani (Earth-616),0.2818435214,0.1993661475,,
marvel,Susan Svenson (Earth-616),1.1483105665,1.1099007283,,
marvel,Tim Hacker (Earth-616),1.2602485051,0.3843023081,,
marvel,Violet Sanchez (Earth-616),1.1482614033,1.109978748,,
marvel,Banara (Earth-616),0.244451755,0.2616179727,,
marvel,Creeper (Earth-616),1.1929483382,0.5040477872,,
marvel,Daniel Maddox (Earth-616),0.2212178328,0.3055521488,,
marvel,Eugene Patilio (Skrull) (Earth-616),1.2680897387,0.3329002811,,
marvel,Herman Zemo (Earth-616),1.2765050607,0.3412138022,,
marvel,Lars Hanson (Earth-616),0.2849909926,0.1247582395,,
marvel,Lord Byson (Earth-616),0.2443928511,0.2647143743,,
marvel,Megan Hoyden (Earth-616),1.0786775624,1.2191323656,,
marvel,Miss Diaz (Earth-616),0.1477630686,0.9531148781,,
marvel,Snow Queen (New Men) (Earth-616),0.1160565652,0.9299319219,,
marvel,Wu Ao-Shi (Earth-616),0.1638518608,0.9537420924,,
marvel,Arthur Moore (Earth-616),0.2870831221,0.1831737279,,
marvel,Benjamin Rabin (Earth-616),0.2704652004,0.2086544371,,
marvel,Blacksmith (Earth-616),1.2696127491,0.3304858309,,
marvel,Ellsworth Johnson (Skrull) (Earth-616),0.2532669588,0.2421009891,,
marvel,Galactus (Skrull) (Earth-616),0.2770156298,0.1815241002,,
marvel,Koaam (Earth-616),1.2221983787,0.3673708295,,
marvel,Malcolm Little (Skrull) (Earth-616),0.2280769946,0.2949808578,,
marvel,"Martin Luther King, Jr. (Skrull) (Earth-616)",0.2280769946,0.2949808578,,
marvel,Prosimia (Earth-616),1.2064397001,0.3810187877,,
marvel,Star Sign (Earth-616),0.1569452843,0.9567128946,,
marvel,Stephen Colbert (Earth-616),0.2593939687,0.2452823324,,
marvel,Bo Obama (Earth-616),0.2538120366,0.262132684,,
marvel,Burning Moon (Earth-616),0.2339060915,0.1732508396,,
marvel,Chameleon (Artificial Mutant) (Earth-616),1.1965282623,0.4898294354,,
marvel,Colonel Zeke (Earth-616),1.2526404678,0.3750462734,,
